name,address,phone,rating,reviews,category
Chaitanya Wellness Yoga Studio,"7th Cross C V Raman Nagar, Bangalore",Show Number,4.6,209.0,Yoga-Centres
Deepam Yoga Classes,"Nagarabhavi Nagarbhavi, Bangalore",Show Number,4.9,188.0,Yoga-Centres
The Rising Soul Yoga,"Shirdi Sai Nagar-Munekollal, Bangalore",Show Number,4.9,186.0,Yoga-Centres
Chikitsa Yoga Treatment Center,"Uttarahalli Main Road Uttarahalli, Bangalore",Show Number,4.9,181.0,Yoga-Centres
National Academy For Naturopathy And Yoga,"3rd Cross Vijaya Bank Layout, Bangalore",Show Number,4.8,183.0,Yoga-Centres
Aarya Yoga,"10th Cross Road Hebbal, Bangalore",Show Number,4.9,178.0,Yoga-Centres
Prana Yoga Studio And Acupuncture Clinic,"K Narayanapura Road Kothanur, Bangalore",Show Number,4.7,180.0,Yoga-Centres
Shree Yoga Academy,"Double Road Doddakallasandra, Bangalore",Show Number,5.0,167.0,Yoga-Centres
Atma Darshan Yogashram,"Dayanandasagar College Road Kumaraswamy Layout, Bangalore",Show Number,4.6,176.0,Yoga-Centres
Shivananda Yoga Centtre,"9th B Cross HBR Layout 4th Block, Bangalore",Show Number,4.8,164.0,Yoga-Centres
Laksh Yoga,"Sarvabhouma Nagar Bilekahalli, Bangalore",Show Number,5.0,156.0,Yoga-Centres
Sangamithra Yoga,"Ramamurthy Nagar, Bangalore",Show Number,5.0,151.0,Yoga-Centres
Yogashree,"Ramakrishna Garden Girinagar, Bangalore",Show Number,4.9,153.0,Yoga-Centres
Vismaya Yoga Centre,"Begur Main Road Bommanahalli, Bangalore",Show Number,4.9,152.0,Yoga-Centres
Dharshmi Yoga Academy,"Outer Ring Road Mahadevapura, Bangalore",Show Number,4.8,155.0,Yoga-Centres
San Yoga Studio,"Tumkur Road Yeshwanthpur, Bangalore",Show Number,5.0,147.0,Yoga-Centres
Mamdev Yoga Hub,"Srinivasnagar Main Road Banashankari, Bangalore",Show Number,4.9,149.0,Yoga-Centres
Hriti Yoga By Ruchi,"Vigneshwar Nagar, Bangalore",Show Number,5.0,139.0,Yoga-Centres
Isha Yoga Center,"1st Block East Jayanagar 1st Block, Bangalore",Show Number,4.6,151.0,Yoga-Centres
Yogakshema Yoga Center,"10th Main Ngef Layout Nagarbhavi, Bangalore",Show Number,4.9,140.0,Yoga-Centres
Prashanth Yoga Mandir,"2nd Main Road Vijayanagar, Bangalore",,4.9,139.0,Yoga-Centres
Aayush Yoga Mandir And Fitness,"Srinivas Complex Doddaballapur, Bangalore",Show Number,4.9,138.0,Yoga-Centres
Fitness Yoga,"Wheeler Road Frazer Town, Bangalore",Show Number,4.8,133.0,Yoga-Centres
Nourish Homeyoga,"Krishnarajapuram, Bangalore",,4.9,130.0,Yoga-Centres
Sparsh Yoga Centre,"24th Main Jp Nagar 6th Phase, Bangalore",Show Number,4.8,130.0,Yoga-Centres
Vedic Yoga Shala,"1st Main Koramangala, Bangalore",Show Number,5.0,122.0,Yoga-Centres
Guhyamworld Health And Wellness Store,"5th A Main Road Malleshpalya, Bangalore",Show Number,5.0,119.0,Yoga-Centres
Do Yoga,"4th Main Road Hsr Layout, Bangalore",Show Number,4.6,127.0,Yoga-Centres
Shivanjali Yoga Kendra,"1st Cross Road Sahakara Nagar, Bangalore",Show Number,4.9,119.0,Yoga-Centres
Srimoyi Yoga,"Sarjapur Outer Ring Road Bellandur, Bangalore",Show Number,4.4,130.0,Yoga-Centres
Zorba - Yoga Studio,"Thambu Chetty Palya Main Road Ragavendra Circle, Bangalore",Show Number,4.7,116.0,Yoga-Centres
Kaushalam Yoga Kendra,"13th Cross Road Jp Nagar, Bangalore",Show Number,4.8,113.0,Yoga-Centres
Gnanisprit Yoga,"17th Main Road Byataranyanapura, Bangalore",Show Number,5.0,107.0,Yoga-Centres
Yoga Sangha,"19th Main Road Hsr Layout Sector 4, Bangalore",Show Number,4.8,111.0,Yoga-Centres
Akshar Power Yoga Academy,"Block C Sahakara Nagar, Bangalore",Show Number,4.4,119.0,Yoga-Centres
Shree Yoga,"Aecs Layout C Block Aecs Layout Bengaluru Brookefield, Bangalore",Show Number,4.9,105.0,Yoga-Centres
Neolife Yoga Studio,"Aecs Layout Kundalahalli, Bangalore",Show Number,3.7,135.0,Yoga-Centres
Harsha Yoga Pathashala,"3rd Main Road Nagarbhavi, Bangalore",Show Number,4.6,108.0,Yoga-Centres
The Practice Room,"Bengaluru Cooke Town, Bangalore",Show Number,4.9,98.0,Yoga-Centres
Swatma Yoga Centre,"Kachohalli Main Road ISRO Layout Kumaraswamy, Bangalore",Show Number,5.0,94.0,Yoga-Centres
Best International Institute,"Chandra Layout Vijayanagar, Bangalore",Show Number,4.9,95.0,Yoga-Centres
Swamy Vivekananda Yoga Kendra,"Dr Rajkumar Road Rajajinagar, Bangalore",Show Number,4.2,110.0,Yoga-Centres
Zen Yoga Shala,"7th Cross Road Thanisandra, Bangalore",Show Number,4.9,94.0,Yoga-Centres
CrossFit Agni,Bangalore 560043,9108850776.0,4.9,239.0,CrossFit-Box
I Think CrossFit,Bangalore 560037,9742568433.0,4.9,64.0,CrossFit-Box
CrossFit Yuva,Bangalore 560077,8277703706.0,4.8,77.0,CrossFit-Box
CrossFit For Sure,Bangalore 560077,9108456500.0,4.5,77.0,CrossFit-Box
Namma CrossFit HSR,"HSR Layout, Bangalore",8884562662.0,5.0,4.0,CrossFit-Box
Once More CrossFit,Bangalore 560077,9449015091.0,4.7,34.0,CrossFit-Box
TFD CrossFit (Cult),"Koramangala, Bangalore",,4.6,514.0,CrossFit-Box
