name,address,phone,rating,reviews,category,Medium,City,area,is_near_duplicate,missing_contact,invalid_phone
Highline Fitness 24x7,"R T Nagar Main Road Rt Nagar, Bangalore",,4.3,156,Pilates Studio,JustDial,Bangalore,R T Nagar Main Road Rt Nagar,False,True,False
Sparsh Yoga Centre,"24th Main Jp Nagar 6th Phase, Bangalore",,4.8,130,Pilates Studio,JustDial,Bangalore,Jp Nagar 6th Phase,True,True,False
Horse Fitness,"Basaveshwaranagar Main Road Basaveshwara Nagar, Bangalore",,4.6,133,Pilates Studio,JustDial,Bangalore,Basaveshwaranagar Main Road Basaveshwara Nagar,False,True,False
Synergy Multi Aerobics Studio,"Teachers Colony-Koramangala, Bangalore",,4.9,124,Pilates Studio,JustDial,Bangalore,Teachers Colony-Koramangala,False,True,False
Haadee Fitness Club,"9th Main Road Kalyan Nagar, Bangalore",,4.4,138,Pilates Studio,JustDial,Bangalore,Kalyan Nagar,False,True,False
Purple Pilates,"HSR Sector5/jakkasandra Koramangala 1st Block, Bangalore",,5.0,117,Pilates Studio,JustDial,Bangalore,HSR Sector5/jakkasandra Koramangala,False,True,False
KM3 Platinum Fitness,"Peenya 2nd Stage Hegganahalli Cross, Bangalore",,4.9,113,Pilates Studio,JustDial,Bangalore,Peenya 2nd Stage Hegganahalli Cross,False,True,False
SWEAT GROUP EX,"B Block Sahakara Nagar, Bangalore",,3.8,140,Pilates Studio,JustDial,Bangalore,B Block Sahakara Nagar,False,True,False
Haadee Fitness Floor & Gym,"Hormavu Main Road Banaswadi, Bangalore",,4.6,112,Pilates Studio,JustDial,Bangalore,Hormavu Main Road Banaswadi,False,True,False
H2o Studioz,"Marathahalli Outer Ring Road Marathahalli, Bangalore",,5.0,98,Pilates Studio,JustDial,Bangalore,Marathahalli Outer Ring Road Marathahalli,False,True,False
Breathe Wellness,"Puttenahalli Main Road Jp Nagar 7th Phase, Bangalore",,4.8,101,Pilates Studio,JustDial,Bangalore,Puttenahalli Main Road Jp Nagar 7th Phase,False,True,False
Arivu School Of Yoga,"2nd Cross Dasarahalli Hebbal, Bangalore",,5.0,94,Pilates Studio,JustDial,Bangalore,Dasarahalli Hebbal,False,True,False
Dr. Pilates Studio,"Horamavu Main Road Banaswadi, Bangalore",,4.9,89,Pilates Studio,JustDial,Bangalore,Horamavu Main Road Banaswadi,False,True,False
Palladium Dance Company,"17th Main Road Koramangala 5th Block, Bangalore",,4.7,91,Pilates Studio,JustDial,Bangalore,Koramangala,False,True,False
Yug Yoga,"14th Main Road Sahakara Nagar, Bangalore",,4.6,91,Pilates Studio,JustDial,Bangalore,Sahakara Nagar,False,True,False
Fille Fitness Only Ladies Gym,"Mosque Road Frazer Town, Bangalore",,4.2,96,Pilates Studio,JustDial,Bangalore,Mosque Road Frazer Town,False,True,False
Coxbull Fitness,"9th Main Road Babusapalya, Bangalore",,4.8,81,Pilates Studio,JustDial,Bangalore,Babusapalya,False,True,False
Tejas Studio,"Sarjapur Road Attibele, Bangalore",,4.9,77,Pilates Studio,JustDial,Bangalore,Sarjapur Road Attibele,False,True,False
Pilates Hub,"27th Main Road Hsr Layout, Bangalore",,4.9,75,Pilates Studio,JustDial,Bangalore,Hsr Layout,False,True,False
Equinox Fitness Studio,"80 Feet Road Rt Nagar, Bangalore",,4.2,86,Pilates Studio,JustDial,Bangalore,80 Feet Road Rt Nagar,False,True,False
Yog Gokul,"Off 80 Feet Road Koramangala 4th Block, Bangalore",,4.8,74,Pilates Studio,JustDial,Bangalore,Off 80 Feet Road Koramangala,False,True,False
Workout Hub,"4th Stage Basaveshwara Nagar, Bangalore",,4.3,80,Pilates Studio,JustDial,Bangalore,4th Stage Basaveshwara Nagar,False,True,False
Swami Vivekananda Yoga Kuteera,"Sahayadri Layout Sidedahalli, Bangalore",,5.0,68,Pilates Studio,JustDial,Bangalore,Sahayadri Layout Sidedahalli,False,True,False
Pilates Lab,"1st Main Road Byataranyanapura, Bangalore",,4.9,67,Pilates Studio,JustDial,Bangalore,Byataranyanapura,False,True,False
Nature Essential S Pa and Salon,"Nagarbhavi, Bangalore",,4.6,68,Pilates Studio,JustDial,Bangalore,Nagarbhavi,False,True,False
Leap Yoga & Fitness,"Robertson Road Frazer Town, Bangalore",,5.0,60,Pilates Studio,JustDial,Bangalore,Robertson Road Frazer Town,False,True,False
Adhyatma Yoga,"26th Main Jayanagar 9th Block, Bangalore",,4.4,67,Pilates Studio,JustDial,Bangalore,Jayanagar,False,True,False
Corepilates,"3rd Floor RMV Extension 2nd Stage, Bangalore",,4.7,60,Pilates Studio,JustDial,Bangalore,3rd Floor RMV Extension 2nd Stage,False,True,False
Sri Acharya Yoga,"Dollars Colony-RMV 2nd Stage, Bangalore",,4.9,54,Pilates Studio,JustDial,Bangalore,Dollars Colony-RMV 2nd Stage,False,True,False
Mrudavae Yogashala,"Panathur Post Bellandur, Bangalore",,4.8,55,Pilates Studio,JustDial,Bangalore,Panathur Post Bellandur,False,True,False
The Piilates Studio,"Sair Bagh Cunningham Road, Bangalore",,4.0,65,Pilates Studio,JustDial,Bangalore,Sair Bagh Cunningham Road,False,True,False
Reform Pilates Studio,"Hennur Bagalur Main Road Byrathi, Bangalore",,4.6,51,Pilates Studio,JustDial,Bangalore,Hennur Bagalur Main Road Byrathi,False,True,False
Stance Active,"22nd Cross Roadclub Road Hsr Layout, Bangalore",,5.0,46,Pilates Studio,JustDial,Bangalore,Roadclub Road Hsr Layout,False,True,False
Taekwondo Academy Of,"18th Cross Road Nagaraja Garden, Bangalore",,5.0,1,Taekwondo-Academy,JustDial,Bangalore,Road Nagaraja Garden,False,True,False
Vicktors Taekwondo Academy And Gym,"Bengaluru Kalkere Bengaluru Dodda Kempaiah Layout, Bangalore",,4.8,2,Taekwondo-Academy,JustDial,Bangalore,Bengaluru Kalkere Bengaluru Dodda Kempaiah Layout,False,True,False
Shankar Taekwondo Academy,"Muthyalamma Temple Road Doddaballapur, Bangalore",,4.5,18,Taekwondo-Academy,JustDial,Bangalore,Muthyalamma Temple Road Doddaballapur,False,True,False
Sun Taekwondo Academy,"Vinayaka Layout-Nagarbhavi, Bangalore",,5.0,86,Taekwondo-Academy,JustDial,Bangalore,Vinayaka Layout-Nagarbhavi,False,True,False
Kwans Taekwondo Academy,"Hill View Residency Road Uttarahalli, Bangalore",,4.9,96,Taekwondo-Academy,JustDial,Bangalore,Hill View Residency Road Uttarahalli,False,True,False
Deccan Taekwondo Academy,"Rrmp Extension K H Road, Bangalore",,4.8,250,Taekwondo-Academy,JustDial,Bangalore,Rrmp Extension K H Road,False,True,False
Wings Taekwondo Academy,"Banaswadi, Bangalore",,4.9,39,Taekwondo-Academy,JustDial,Bangalore,Banaswadi,False,True,False
Skanda Taekwondo Academy,"#121 2nd Main Road Sahakara Nagar, Bangalore",,5.0,212,Taekwondo-Academy,JustDial,Bangalore,#121 Sahakara Nagar,False,True,False
CTA Taekwondo And Fitness Academy,"2nd Cross GNR Gardens Babusapalya, Bangalore",,5.0,152,Taekwondo-Academy,JustDial,Bangalore,GNR Gardens Babusapalya,False,True,False
Asian Taekwondo Academy And Fitness Centre,"Rt Nagar 5th Main Road Rt Nagar, Bangalore",,4.9,47,Taekwondo-Academy,JustDial,Bangalore,Rt Nagar Rt Nagar,False,True,False
Sri Sai Taekwondo Academy,"6th Cross Road Kogilu, Bangalore",,5.0,22,Taekwondo-Academy,JustDial,Bangalore,Road Kogilu,False,True,False
Taureaux Taekwondo Academy,"Hanumantha Nagar-Banashankari, Bangalore",,5.0,82,Taekwondo-Academy,JustDial,Bangalore,Hanumantha Nagar-Banashankari,False,True,False
Skanda Taekwondo Academy,"Byataranyanapura, Bangalore",,5.0,207,Taekwondo-Academy,JustDial,Bangalore,Byataranyanapura,False,True,False
Kims Taekwondo Academy,"7th Main Road Subbanapalaya, Bangalore",,4.7,18,Taekwondo-Academy,JustDial,Bangalore,Subbanapalaya,False,True,False
Jpl Taekwondo Academy,"Main Road Golahalli, Bangalore",,4.9,27,Taekwondo-Academy,JustDial,Bangalore,Main Road Golahalli,False,True,False
M-Spirit Taekwondo Academy,"Rayasandra Main Road Naganathapura, Bangalore",,5.0,29,Taekwondo-Academy,JustDial,Bangalore,Rayasandra Main Road Naganathapura,False,True,False
Chanakyas Taekwondo And Fitness Academy,"Vidyaranyapura, Bangalore",,4.9,99,Taekwondo-Academy,JustDial,Bangalore,Vidyaranyapura,False,True,False
Shree Taekwondo Academy,"1st Sector Hsr Layout, Bangalore",,4.2,30,Taekwondo-Academy,JustDial,Bangalore,1st Sector Hsr Layout,False,True,False
Taureaux Taekwondo Academy Btm,"BTM Layout 2nd Stage, Bangalore",,4.4,40,Taekwondo-Academy,JustDial,Bangalore,BTM Layout 2nd Stage,False,True,False
Wrm Taekwondo Academy And Fitness Centre,"Victoria Layout Victoria Road, Bangalore",,4.6,31,Taekwondo-Academy,JustDial,Bangalore,Victoria Layout Victoria Road,False,True,False
Manju Taekwondo Academy,"Thigala Chowdadenahalli Dommasandra, Bangalore",,4.9,6,Taekwondo-Academy,JustDial,Bangalore,Thigala Chowdadenahalli Dommasandra,False,True,False
R W T F Taekwondo Academy,"Yelahanka, Bangalore",,3.5,9,Taekwondo-Academy,JustDial,Bangalore,Yelahanka,False,True,False
Ecseed Taekwondo Academy,"Agb Layout Chikkabanavara Bengaluru Chikbanavara, Bangalore",,4.8,22,Taekwondo-Academy,JustDial,Bangalore,Agb Layout Chikkabanavara Bengaluru Chikbanavara,False,True,False
Cures Foundation And Chanakya's Taekwondo And Fitness Academy (R),"Sai Baba Temple Next Vidyaranyapura, Bangalore",,5.0,5,Taekwondo-Academy,JustDial,Bangalore,Sai Baba Temple Next Vidyaranyapura,False,True,False
S I Central Taekwondo Academy,"4th Cross Road Vijayanagar, Bangalore",,4.9,48,Taekwondo-Academy,JustDial,Bangalore,Road Vijayanagar,False,True,False
S I Central Taekwondo Academy,"Opp.Hampinagar Bus Stand Rpc Layout, Bangalore",,4.9,30,Taekwondo-Academy,JustDial,Bangalore,Opp.Hampinagar Bus Stand Rpc Layout,False,True,False
Phoenix Taekwondo Academy,"13th Cross Road Goripalya, Bangalore",,4.7,7,Taekwondo-Academy,JustDial,Bangalore,Road Goripalya,False,True,False
Fighters Taekwondo Academy,"Muthyalamma Temple Complex Doddaballapura Doddaballapur, Bangalore",,4.9,20,Taekwondo-Academy,JustDial,Bangalore,Muthyalamma Temple Complex Doddaballapura Doddaballapur,False,True,False
Global Mission Taekwondo Academy (Closed Down),"Nandanam Colony Banaswadi Main Road, Bangalore",,4.9,136,Taekwondo-Academy,JustDial,Bangalore,Nandanam Colony Banaswadi Main Road,False,True,False
Karnataka Sports And Taekwondo Academy,"2nd Stage Rajajinagar, Bangalore",,5.0,2,Taekwondo-Academy,JustDial,Bangalore,2nd Stage Rajajinagar,False,True,False
Star Taekwondo Academy,"Netajinagar T Dasarahalli, Bangalore",,4.9,13,Taekwondo-Academy,JustDial,Bangalore,Netajinagar T Dasarahalli,False,True,False
Taureaux Taekwondo Academy JP Nagar (Closed Down),"Kothnur Main Road Jp Nagar 7th Phase, Bangalore",,5.0,8,Taekwondo-Academy,JustDial,Bangalore,Kothnur Main Road Jp Nagar 7th Phase,False,True,False
Aryans Taekwondo Academy,"Virgonagar, Bangalore",,5.0,15,Taekwondo-Academy,JustDial,Bangalore,Virgonagar,False,True,False
Nac Taekwondo Academy,"16th B Cross Road Yelahanka New Town, Bangalore",,5.0,14,Taekwondo-Academy,JustDial,Bangalore,Road Yelahanka New Town,False,True,False
Hi Tech Taekwondo Academy,"17th G Main Road Rajajinagar 5th Block, Bangalore",,4.0,10,Taekwondo-Academy,JustDial,Bangalore,Rajajinagar,False,True,False
Wrm Taekwondo Academy,"No.26 2nd Floor Akashya Commercial Complex Victoria Layout, Bangalore",,5.0,4,Taekwondo-Academy,JustDial,Bangalore,No.26 2nd Floor Akashya Commercial Complex Victoria Layout,False,True,False
Zenith Taekwondo Academy,"Spencer Road Pulikeshi Nagar, Bangalore",,4.0,3,Taekwondo-Academy,JustDial,Bangalore,Spencer Road Pulikeshi Nagar,False,True,False
Srv Taekwondo Academy,"Yelahanka New Town, Bangalore",,4.8,10,Taekwondo-Academy,JustDial,Bangalore,Yelahanka New Town,False,True,False
Vital Momentum Fitness & Taekwondo Academy,"Sultanpalya Main Road Rt Nagar, Bangalore",,5.0,1,Taekwondo-Academy,JustDial,Bangalore,Sultanpalya Main Road Rt Nagar,False,True,False
Mauryan Taekwondo Academy,"17th Cross Road Agrahara Dasarahalli, Bangalore",,5.0,11,Taekwondo-Academy,JustDial,Bangalore,Road Agrahara Dasarahalli,False,True,False
Girinagar Taekwondo Academy,"2nd Phase Girinagar, Bangalore",,5.0,2,Taekwondo-Academy,JustDial,Bangalore,2nd Phase Girinagar,False,True,False
Red Ant Taekwondo Academy,"1st Cross Road Ganga Nagar Extension, Bangalore",,4.6,8,Taekwondo-Academy,JustDial,Bangalore,Road Ganga Nagar Extension,False,True,False
Karnataka Taekwondo Academy,"Rs Garden Bommasandra, Bangalore",,5.0,6,Taekwondo-Academy,JustDial,Bangalore,Rs Garden Bommasandra,False,True,False
Bheeshma Taekwondo Academy,"Thyagaraj Nagar, Bangalore",,4.5,4,Taekwondo-Academy,JustDial,Bangalore,Thyagaraj Nagar,False,True,False
The Happy Yoga Community,"23rd Cross Jayanagar 7th Block, Bangalore",09725979029,4.7,219,Yoga Centre,JustDial,Bangalore,Jayanagar,True,False,False
Dr. Latha Shekhars Holistic Wellness Centre,"VENKATESH MURTHY RD. Banashankari, Bangalore",09980134963,4.7,366,Yoga Centre,JustDial,Bangalore,VENKATESH MURTHY RD. Banashankari,False,False,False
Vishwa Poornima Yoga Centre,"2nd Stage Indiranagar, Bangalore",08128726662,4.8,552,Yoga Centre,JustDial,Bangalore,2nd Stage Indiranagar,False,False,False
Ashish Yoga Fitness,"Brookfield Marathahalli, Bangalore",,4.9,1,Yoga Centre,JustDial,Bangalore,Brookfield Marathahalli,False,True,False
Yogamaya - Yoga 4 All,"19th Main Road Mc Layout, Bangalore",,4.9,1,Yoga Centre,JustDial,Bangalore,Mc Layout,False,True,False
Gold's Gym,"Whitefield Main Road Whitefield, Bangalore",,4.1,1,Yoga Centre,JustDial,Bangalore,Whitefield Main Road Whitefield,True,True,False
Swami Vivekananda Yoga Anusandhana Samsthana,"Giddenahalli Road Jigani, Bangalore",,4.3,1,Yoga Centre,JustDial,Bangalore,Giddenahalli Road Jigani,False,True,False
Art Of Living Yoga And Meditation,"2nd B Cross Girinagar, Bangalore",,4.9,889,Yoga Centre,JustDial,Bangalore,Girinagar,False,True,False
Sri Sri School Of Yoga,"21st Km Kanakapura Road, Bangalore",,5.0,811,Yoga Centre,JustDial,Bangalore,21st Km Kanakapura Road,False,True,False
Paripurna Yoga Kendra,"10th A Cross Yelahanka New Town, Bangalore",,5.0,720,Yoga Centre,JustDial,Bangalore,Yelahanka New Town,False,True,False
Sai Power Yoga Institute,"Bannerghatta Road Akshayanagar, Bangalore",,5.0,587,Yoga Centre,JustDial,Bangalore,Bannerghatta Road Akshayanagar,False,True,False
Sri Siddhalingeshwara Yoga Vana Hills,"Amruthur Road Yediyur, Bangalore",,3.6,791,Yoga Centre,JustDial,Bangalore,Amruthur Road Yediyur,False,True,False
Sri Sai Powar Yoga Institute,"2nd Cross Road Devarachikkana Halli, Bangalore",,5.0,568,Yoga Centre,JustDial,Bangalore,Road Devarachikkana Halli,False,True,False
Isha Hatha Yoga,"An Gupta Layout, Bangalore",,5.0,553,Yoga Centre,JustDial,Bangalore,An Gupta Layout,False,True,False
God Gift Yoga and Nature Cure Centre,"Sultan Palya Main Road Rt Nagar, Bangalore",,4.7,556,Yoga Centre,JustDial,Bangalore,Sultan Palya Main Road Rt Nagar,False,True,False
Be And Make Swami Vivekananda Yoga For Total Health And Peace,"10th Main Malleshpalya, Bangalore",,4.8,372,Yoga Centre,JustDial,Bangalore,Malleshpalya,False,True,False
Rashtrothana Yoga & Fitness Centre,"9th Cross Sadashivanagar, Bangalore",,4.8,370,Yoga Centre,JustDial,Bangalore,Sadashivanagar,False,True,False
Yoga Paanchajanya Yoga,"Ranka Colony Road Bilekahalli, Bangalore",,4.9,350,Yoga Centre,JustDial,Bangalore,Ranka Colony Road Bilekahalli,False,True,False
Akshar Yoga,"13th Cross Sadashivanagar, Bangalore",,4.1,414,Yoga Centre,JustDial,Bangalore,Sadashivanagar,False,True,False
Sri Ramana Maharshi Foundation,"Anekal Taluk Attibele, Bangalore",,4.5,371,Yoga Centre,JustDial,Bangalore,Anekal Taluk Attibele,False,True,False
Yoga Kulam,"CBI Road Rt Nagar, Bangalore",,4.9,335,Yoga Centre,JustDial,Bangalore,CBI Road Rt Nagar,False,True,False
Aarogyadwar Holistic Center,"Basavanagar Main Road Basava Nagar, Bangalore",,5.0,321,Yoga Centre,JustDial,Bangalore,Basavanagar Main Road Basava Nagar,False,True,False
Bodhi Yoga Academy,"10th Main Road Jayanagar, Bangalore",,4.9,322,Yoga Centre,JustDial,Bangalore,Jayanagar,False,True,False
Bodhi School Of Yoga,"Hoysala Nagar-Indiranagar, Bangalore",,4.9,322,Yoga Centre,JustDial,Bangalore,Hoysala Nagar-Indiranagar,True,True,False
Vask Yoga Centre,"4th Main Road Hessargatta Main Road, Bangalore",,4.5,347,Yoga Centre,JustDial,Bangalore,Hessargatta Main Road,False,True,False
Sri Raksha Yoga Kendra,"Balaji Street Ramamurthy Nagar, Bangalore",,4.9,313,Yoga Centre,JustDial,Bangalore,Balaji Street Ramamurthy Nagar,False,True,False
Vishwa Bhaavni Yoga Centre,"3rd Cross Road Circular Street, Bangalore",,4.8,302,Yoga Centre,JustDial,Bangalore,Road Circular Street,False,True,False
Sankalp Yoga Shala,"13th Cross Road Jayanagar 6th Block, Bangalore",,4.9,295,Yoga Centre,JustDial,Bangalore,Road Jayanagar,False,True,False
Kushiyogalaya Yoga Classes,"Nandhini Layout. Nandini Layout, Bangalore",,5.0,284,Yoga Centre,JustDial,Bangalore,Nandhini Layout. Nandini Layout,False,True,False
Sanskriti Yogashala,"Bangarappanagar Main Road Bangarappanagar, Bangalore",,4.9,288,Yoga Centre,JustDial,Bangalore,Bangarappanagar Main Road Bangarappanagar,False,True,False
Bloom Prenatal Therapy Yoga,"KV Layout Jayanagar 4th T Block, Bangalore",,5.0,278,Yoga Centre,JustDial,Bangalore,KV Layout Jayanagar,False,True,False
Shoban's Creative Yoga,"Sharada Nagar-Bikasipura, Bangalore",,4.9,282,Yoga Centre,JustDial,Bangalore,Sharada Nagar-Bikasipura,False,True,False
Yoga Wellness Center,"2nd Cross Road Kasturi Nagar, Bangalore",,4.8,284,Yoga Centre,JustDial,Bangalore,Road Kasturi Nagar,False,True,False
Rashtrotthana Yoga Centre,"E Block Brookefield, Bangalore",,4.8,276,Yoga Centre,JustDial,Bangalore,E Block Brookefield,False,True,False
A 1000 Yoga,"1st Cross Koramangala, Bangalore",,4.0,326,Yoga Centre,JustDial,Bangalore,Koramangala,False,True,False
Rv Yoga Kendra,"Ramamurthy Nagara Main Road Ramamurthy Nagar, Bangalore",,4.7,273,Yoga Centre,JustDial,Bangalore,Ramamurthy Nagara Main Road Ramamurthy Nagar,False,True,False
Trimuk Yoga,"Jp Nagar 5th Phase, Bangalore",,4.9,250,Yoga Centre,JustDial,Bangalore,Jp Nagar 5th Phase,False,True,False
Chaitanya Wellness Yoga Academy,"GR Arcade Kasavanahalli, Bangalore",,4.8,248,Yoga Centre,JustDial,Bangalore,GR Arcade Kasavanahalli,False,True,False
Sri Krishna Wellness Yoga And Cultural Centre,"6th Main Malleswaram, Bangalore",,4.7,250,Yoga Centre,JustDial,Bangalore,Malleswaram,False,True,False
The Yoga Room By Vidhya Vakil,"National Games Village Complex KHB Games Village, Bangalore",,5.0,234,Yoga Centre,JustDial,Bangalore,National Games Village Complex KHB Games Village,False,True,False
Sunraya Yoga & Wellness Center,"NO 9 8TH E MAIN Vidyaranyapura, Bangalore",,4.9,236,Yoga Centre,JustDial,Bangalore,NO 9 8TH E MAIN Vidyaranyapura,False,True,False
Stepperz Aerobics Dance N Yoga Studio,"13th Cross Sadashivanagar, Bangalore",,4.0,270,Yoga Centre,JustDial,Bangalore,Sadashivanagar,False,True,False
Metta Yoga & Pilates Studio,"Ivri Road Yelahanka, Bangalore",,5.0,208,Yoga Centre,JustDial,Bangalore,Ivri Road Yelahanka,False,True,False
Ashish Yoga Fitness Varthur,"Devasthanagalu, Bangalore",,5.0,202,Yoga Centre,JustDial,Bangalore,Devasthanagalu,False,True,False
Aayana Yoga Academy,"37th Cross Jayanagar 4th T Block, Bangalore",,4.9,203,Yoga Centre,JustDial,Bangalore,Jayanagar,False,True,False
Sri Gururaya School Of Yoga,"Gnana Bharathi Main Road Nagarbhavi, Bangalore",,4.9,202,Yoga Centre,JustDial,Bangalore,Gnana Bharathi Main Road Nagarbhavi,False,True,False
Chaitanya Wellness Yoga Studio,"7th Cross C V Raman Nagar, Bangalore",,4.6,209,Yoga Centre,JustDial,Bangalore,C V Raman Nagar,False,True,False
Deepam Yoga Classes,"Nagarabhavi Nagarbhavi, Bangalore",,4.9,188,Yoga Centre,JustDial,Bangalore,Nagarabhavi Nagarbhavi,False,True,False
The Rising Soul Yoga,"Shirdi Sai Nagar-Munekollal, Bangalore",,4.9,186,Yoga Centre,JustDial,Bangalore,Shirdi Sai Nagar-Munekollal,False,True,False
Chikitsa Yoga Treatment Center,"Uttarahalli Main Road Uttarahalli, Bangalore",,4.9,181,Yoga Centre,JustDial,Bangalore,Uttarahalli Main Road Uttarahalli,False,True,False
National Academy For Naturopathy And Yoga,"3rd Cross Vijaya Bank Layout, Bangalore",,4.8,183,Yoga Centre,JustDial,Bangalore,Vijaya Bank Layout,False,True,False
Aarya Yoga,"10th Cross Road Hebbal, Bangalore",,4.9,178,Yoga Centre,JustDial,Bangalore,Road Hebbal,False,True,False
Prana Yoga Studio And Acupuncture Clinic,"K Narayanapura Road Kothanur, Bangalore",,4.7,180,Yoga Centre,JustDial,Bangalore,K Narayanapura Road Kothanur,False,True,False
Shree Yoga Academy,"Double Road Doddakallasandra, Bangalore",,5.0,167,Yoga Centre,JustDial,Bangalore,Double Road Doddakallasandra,False,True,False
Atma Darshan Yogashram,"Dayanandasagar College Road Kumaraswamy Layout, Bangalore",,4.6,176,Yoga Centre,JustDial,Bangalore,Dayanandasagar College Road Kumaraswamy Layout,False,True,False
Shivananda Yoga Centtre,"9th B Cross HBR Layout 4th Block, Bangalore",,4.8,164,Yoga Centre,JustDial,Bangalore,HBR Layout,False,True,False
Laksh Yoga,"Sarvabhouma Nagar Bilekahalli, Bangalore",,5.0,156,Yoga Centre,JustDial,Bangalore,Sarvabhouma Nagar Bilekahalli,False,True,False
Sangamithra Yoga,"Ramamurthy Nagar, Bangalore",,5.0,151,Yoga Centre,JustDial,Bangalore,Ramamurthy Nagar,False,True,False
Yogashree,"Ramakrishna Garden Girinagar, Bangalore",,4.9,153,Yoga Centre,JustDial,Bangalore,Ramakrishna Garden Girinagar,False,True,False
Vismaya Yoga Centre,"Begur Main Road Bommanahalli, Bangalore",,4.9,152,Yoga Centre,JustDial,Bangalore,Begur Main Road Bommanahalli,False,True,False
Dharshmi Yoga Academy,"Outer Ring Road Mahadevapura, Bangalore",,4.8,155,Yoga Centre,JustDial,Bangalore,Outer Ring Road Mahadevapura,False,True,False
San Yoga Studio,"Tumkur Road Yeshwanthpur, Bangalore",,5.0,147,Yoga Centre,JustDial,Bangalore,Tumkur Road Yeshwanthpur,False,True,False
Mamdev Yoga Hub,"Srinivasnagar Main Road Banashankari, Bangalore",,4.9,149,Yoga Centre,JustDial,Bangalore,Srinivasnagar Main Road Banashankari,False,True,False
Hriti Yoga By Ruchi,"Vigneshwar Nagar, Bangalore",,5.0,139,Yoga Centre,JustDial,Bangalore,Vigneshwar Nagar,False,True,False
Isha Yoga Center,"1st Block East Jayanagar 1st Block, Bangalore",,4.6,151,Yoga Centre,JustDial,Bangalore,East Jayanagar,False,True,False
Yogakshema Yoga Center,"10th Main Ngef Layout Nagarbhavi, Bangalore",,4.9,140,Yoga Centre,JustDial,Bangalore,Ngef Layout Nagarbhavi,False,True,False
Prashanth Yoga Mandir,"2nd Main Road Vijayanagar, Bangalore",,4.9,139,Yoga Centre,JustDial,Bangalore,Vijayanagar,False,True,False
Aayush Yoga Mandir And Fitness,"Srinivas Complex Doddaballapur, Bangalore",,4.9,138,Yoga Centre,JustDial,Bangalore,Srinivas Complex Doddaballapur,False,True,False
Fitness Yoga,"Wheeler Road Frazer Town, Bangalore",,4.8,133,Yoga Centre,JustDial,Bangalore,Wheeler Road Frazer Town,False,True,False
Nourish Homeyoga,"Krishnarajapuram, Bangalore",,4.9,130,Yoga Centre,JustDial,Bangalore,Krishnarajapuram,False,True,False
Sparsh Yoga Centre,"24th Main Jp Nagar 6th Phase, Bangalore",,4.8,130,Yoga Centre,JustDial,Bangalore,Jp Nagar 6th Phase,True,True,False
Vedic Yoga Shala,"1st Main Koramangala, Bangalore",,5.0,122,Yoga Centre,JustDial,Bangalore,Koramangala,False,True,False
Guhyamworld Health And Wellness Store,"5th A Main Road Malleshpalya, Bangalore",,5.0,119,Yoga Centre,JustDial,Bangalore,Malleshpalya,False,True,False
Do Yoga,"4th Main Road Hsr Layout, Bangalore",,4.6,127,Yoga Centre,JustDial,Bangalore,Hsr Layout,False,True,False
Shivanjali Yoga Kendra,"1st Cross Road Sahakara Nagar, Bangalore",,4.9,119,Yoga Centre,JustDial,Bangalore,Road Sahakara Nagar,False,True,False
Srimoyi Yoga,"Sarjapur Outer Ring Road Bellandur, Bangalore",,4.4,130,Yoga Centre,JustDial,Bangalore,Sarjapur Outer Ring Road Bellandur,False,True,False
Zorba - Yoga Studio,"Thambu Chetty Palya Main Road Ragavendra Circle, Bangalore",,4.7,116,Yoga Centre,JustDial,Bangalore,Thambu Chetty Palya Main Road Ragavendra Circle,False,True,False
Kaushalam Yoga Kendra,"13th Cross Road Jp Nagar, Bangalore",,4.8,113,Yoga Centre,JustDial,Bangalore,Road Jp Nagar,False,True,False
Gnanisprit Yoga,"17th Main Road Byataranyanapura, Bangalore",,5.0,107,Yoga Centre,JustDial,Bangalore,Byataranyanapura,False,True,False
Yoga Sangha,"19th Main Road Hsr Layout Sector 4, Bangalore",,4.8,111,Yoga Centre,JustDial,Bangalore,Hsr Layout Sector 4,False,True,False
Akshar Power Yoga Academy,"Block C Sahakara Nagar, Bangalore",,4.4,119,Yoga Centre,JustDial,Bangalore,Block C Sahakara Nagar,False,True,False
Shree Yoga,"Aecs Layout C Block Aecs Layout Bengaluru Brookefield, Bangalore",,4.9,105,Yoga Centre,JustDial,Bangalore,Aecs Layout C Block Aecs Layout Bengaluru Brookefield,False,True,False
Neolife Yoga Studio,"Aecs Layout Kundalahalli, Bangalore",,3.7,135,Yoga Centre,JustDial,Bangalore,Aecs Layout Kundalahalli,False,True,False
Harsha Yoga Pathashala,"3rd Main Road Nagarbhavi, Bangalore",,4.6,108,Yoga Centre,JustDial,Bangalore,Nagarbhavi,False,True,False
The Practice Room,"Bengaluru Cooke Town, Bangalore",,4.9,98,Yoga Centre,JustDial,Bangalore,Bengaluru Cooke Town,False,True,False
Swatma Yoga Centre,"Kachohalli Main Road ISRO Layout Kumaraswamy, Bangalore",,5.0,94,Yoga Centre,JustDial,Bangalore,Kachohalli Main Road ISRO Layout Kumaraswamy,False,True,False
Best International Institute,"Chandra Layout Vijayanagar, Bangalore",,4.9,95,Yoga Centre,JustDial,Bangalore,Chandra Layout Vijayanagar,False,True,False
